Input =("
Objects Architecture Effects Resolution Time
65000 CPU xx-xx-xx 1440x900 18.18
260000 GPU AA-xx-RE 1440x900 438.22
65000 GPU xx-TR-RE 1920x1080 92.50
4000 GPU AA-xx-xx 1280x720 7.42
4000 CPU xx-TR-xx 1280x720 6.77
4000 GPU AA-xx-RE 1440x900 17.60
1000 CPU xx-TR-xx 1440x900 4.57
260000 GPU xx-xx-RE 1920x1080 103.48
1000 GPU AA-xx-xx 1280x720 3.38
16000 CPU AA-xx-xx 1920x1080 64.70
260000 CPU xx-TR-xx 1280x720 52.02
1000 GPU AA-xx-RE 1920x1080 6.08
16000 CPU xx-xx-xx 1920x1080 13.13
16000 CPU AA-TR-xx 1440x900 84.71
16000 GPU AA-xx-RE 1440x900 54.64
16000 GPU xx-xx-xx 1920x1080 5.21
16000 GPU xx-xx-RE 1280x720 8.44
4000 GPU xx-TR-xx 1920x1080 4.20
4000 CPU AA-xx-xx 1440x900 32.48
4000 GPU xx-TR-xx 1280x720 3.28
65000 GPU xx-TR-RE 1280x720 57.79
16000 CPU AA-xx-xx 1280x720 37.25
16000 GPU xx-xx-RE 1280x720 8.59
1000 GPU AA-xx-xx 1280x720 3.43
4000 CPU AA-TR-xx 1440x900 44.23
1000 CPU AA-TR-RE 1280x720 19.51
260000 GPU AA-xx-xx 1280x720 193.49
16000 CPU AA-TR-RE 1280x720 99.10
4000 CPU xx-xx-RE 1280x720 5.78
65000 GPU AA-TR-xx 1920x1080 137.83
16000 CPU AA-xx-RE 1280x720 52.02
65000 GPU AA-xx-RE 1920x1080 168.36
16000 GPU AA-xx-RE 1280x720 41.24
16000 GPU xx-xx-xx 1920x1080 5.24
260000 CPU AA-TR-xx 1920x1080 381.80
1000 CPU AA-TR-xx 1280x720 18.14
260000 GPU AA-TR-RE 1280x720 841.10
4000 CPU AA-TR-RE 1440x900 53.02
65000 CPU AA-xx-RE 1920x1080 161.60
65000 CPU AA-TR-xx 1280x720 105.66
1000 CPU xx-TR-xx 1920x1080 5.56
16000 GPU xx-TR-RE 1280x720 22.40
260000 GPU xx-TR-xx 1280x720 65.61
4000 CPU xx-xx-xx 1920x1080 8.22
260000 GPU AA-TR-RE 1280x720 842.26
16000 CPU xx-xx-RE 1280x720 10.48
65000 GPU xx-xx-RE 1920x1080 34.49
1000 CPU AA-TR-xx 1920x1080 27.15
4000 CPU AA-TR-RE 1280x720 40.68
260000 CPU AA-xx-RE 1920x1080 366.05
1000 GPU xx-TR-RE 1280x720 1.66
4000 GPU xx-TR-xx 1920x1080 4.19
260000 GPU xx-TR-xx 1440x900 75.54
4000 GPU xx-TR-xx 1920x1080 4.21
260000 GPU AA-xx-xx 1280x720 194.63
260000 GPU AA-xx-RE 1280x720 353.86
1000 GPU AA-TR-xx 1440x900 5.99
4000 GPU AA-TR-RE 1280x720 26.53
1000 CPU AA-xx-RE 1920x1080 25.28
1000 CPU AA-TR-xx 1920x1080 27.24
16000 CPU AA-TR-RE 1280x720 99.27
16000 GPU xx-TR-xx 1440x900 10.41
260000 CPU AA-xx-xx 1920x1080 272.93
1000 CPU AA-xx-RE 1280x720 16.38
260000 GPU xx-TR-xx 1920x1080 85.63
4000 CPU xx-xx-RE 1280x720 5.89
4000 CPU xx-xx-xx 1280x720 4.94
65000 CPU xx-xx-RE 1920x1080 32.64
1000 GPU AA-xx-RE 1440x900 5.59
1000 GPU AA-TR-xx 1280x720 5.12
260000 CPU AA-TR-RE 1440x900 514.79
4000 GPU xx-xx-xx 1280x720 1.75
260000 GPU AA-xx-RE 1280x720 352.44
16000 CPU AA-TR-RE 1440x900 130.06
65000 GPU xx-xx-xx 1440x900 12.53
65000 CPU AA-TR-RE 1440x900 234.68
65000 CPU xx-TR-xx 1440x900 27.78
4000 GPU xx-TR-RE 1440x900 6.75
65000 CPU AA-TR-RE 1440x900 234.63
16000 CPU xx-TR-RE 1440x900 26.20
16000 CPU AA-TR-RE 1440x900 130.29
16000 CPU xx-TR-xx 1440x900 17.09
260000 GPU AA-TR-xx 1280x720 322.58
260000 GPU xx-xx-RE 1440x900 89.56
65000 GPU xx-TR-RE 1280x720 58.02
1000 CPU xx-xx-xx 1280x720 3.11
260000 CPU xx-TR-RE 1280x720 81.39
1000 CPU xx-xx-xx 1920x1080 4.92
65000 CPU AA-xx-RE 1280x720 94.23
260000 GPU xx-TR-RE 1440x900 213.49
16000 CPU xx-TR-RE 1920x1080 31.20
4000 GPU xx-TR-RE 1920x1080 7.55
4000 CPU AA-xx-RE 1920x1080 47.60
16000 GPU xx-TR-RE 1440x900 28.65
4000 GPU AA-xx-xx 1920x1080 10.93
65000 GPU xx-TR-RE 1440x900 76.41
1000 GPU AA-xx-RE 1920x1080 5.97
16000 CPU xx-xx-RE 1280x720 10.51
4000 GPU xx-TR-xx 1280x720 3.28
16000 GPU AA-xx-xx 1920x1080 24.50
260000 GPU xx-xx-xx 1920x1080 53.34
1000 GPU xx-TR-RE 1920x1080 1.95
1000 GPU AA-xx-RE 1280x720 4.57
1000 CPU AA-xx-xx 1920x1080 23.86
16000 GPU AA-TR-RE 1280x720 110.19
4000 CPU AA-TR-RE 1920x1080 63.98
4000 CPU xx-TR-xx 1440x900 8.95
65000 GPU AA-TR-xx 1440x900 120.81
4000 CPU xx-xx-RE 1920x1080 9.59
65000 GPU AA-xx-RE 1920x1080 169.01
4000 GPU xx-TR-xx 1280x720 3.14
16000 CPU AA-xx-RE 1280x720 52.01
260000 CPU xx-TR-RE 1920x1080 128.00
1000 CPU AA-xx-xx 1920x1080 24.02
4000 GPU AA-TR-xx 1920x1080 19.59
65000 GPU xx-xx-RE 1280x720 21.11
4000 CPU AA-xx-RE 1280x720 28.58
1000 CPU xx-TR-xx 1280x720 3.71
16000 GPU AA-TR-xx 1920x1080 56.69
16000 CPU xx-TR-RE 1440x900 26.13
1000 CPU xx-xx-xx 1440x900 4.00
1000 GPU xx-TR-RE 1280x720 1.71
65000 CPU xx-TR-RE 1440x900 47.26
65000 CPU xx-TR-xx 1280x720 21.41
16000 CPU xx-xx-RE 1280x720 10.60
1000 GPU AA-TR-xx 1920x1080 6.62
4000 CPU AA-xx-xx 1920x1080 40.76
65000 CPU xx-TR-RE 1920x1080 59.35
16000 CPU xx-xx-xx 1920x1080 13.19
260000 CPU xx-xx-RE 1440x900 61.66
4000 GPU xx-xx-xx 1440x900 2.27
65000 GPU AA-xx-RE 1280x720 103.36
65000 CPU AA-TR-xx 1920x1080 172.42
65000 GPU xx-TR-RE 1440x900 76.35
4000 GPU AA-xx-xx 1440x900 9.47
16000 CPU xx-TR-RE 1280x720 19.88
65000 CPU AA-TR-RE 1280x720 173.25
1000 CPU xx-xx-RE 1280x720 3.35
16000 CPU xx-TR-xx 1280x720 13.21
65000 CPU xx-xx-xx 1280x720 14.27
16000 GPU AA-xx-xx 1920x1080 24.50
16000 CPU AA-xx-xx 1440x900 50.16
260000 CPU xx-xx-xx 1440x900 46.55
16000 GPU xx-xx-RE 1920x1080 13.35
260000 GPU AA-xx-xx 1920x1080 259.65
65000 GPU AA-xx-xx 1440x900 59.99
4000 CPU xx-xx-RE 1440x900 7.72
65000 CPU xx-xx-RE 1440x900 25.65
16000 CPU AA-TR-xx 1280x720 65.55
16000 CPU AA-xx-RE 1920x1080 90.25
65000 CPU AA-xx-xx 1920x1080 114.07
16000 GPU AA-TR-RE 1920x1080 159.19
16000 GPU AA-xx-RE 1440x900 54.69
260000 GPU AA-xx-xx 1920x1080 260.17
16000 CPU AA-TR-xx 1920x1080 103.90
16000 GPU xx-xx-RE 1440x900 11.30
1000 CPU AA-xx-RE 1280x720 16.38
1000 GPU xx-TR-xx 1440x900 1.53
260000 GPU xx-xx-xx 1920x1080 53.09
260000 CPU xx-xx-xx 1440x900 46.39
260000 GPU xx-TR-RE 1920x1080 256.85
4000 CPU xx-TR-RE 1280x720 8.19
1000 GPU xx-TR-xx 1920x1080 1.72
16000 GPU AA-xx-xx 1280x720 16.39
16000 GPU AA-TR-RE 1280x720 110.44
1000 CPU xx-TR-RE 1440x900 4.88
4000 GPU AA-TR-xx 1920x1080 19.77
65000 CPU AA-xx-RE 1920x1080 161.39
1000 CPU xx-TR-RE 1280x720 4.01
65000 GPU AA-xx-xx 1440x900 59.85
260000 GPU xx-TR-xx 1280x720 65.73
4000 CPU xx-xx-xx 1440x900 6.57
16000 GPU xx-xx-RE 1920x1080 13.47
260000 CPU AA-TR-RE 1440x900 515.16
4000 CPU AA-xx-xx 1920x1080 40.81
4000 GPU xx-xx-RE 1440x900 3.87
65000 CPU xx-TR-RE 1920x1080 59.35
65000 GPU AA-xx-xx 1920x1080 68.74
65000 GPU AA-TR-xx 1920x1080 138.09
260000 GPU xx-xx-RE 1280x720 72.18
4000 CPU AA-xx-xx 1920x1080 40.61
16000 CPU AA-xx-xx 1920x1080 64.95
1000 CPU xx-xx-xx 1440x900 4.02
1000 GPU xx-xx-RE 1440x900 1.47
260000 GPU AA-xx-xx 1280x720 193.80
4000 GPU AA-TR-RE 1440x900 32.10
1000 CPU AA-TR-RE 1920x1080 28.81
4000 GPU xx-xx-xx 1920x1080 2.65
1000 CPU xx-TR-xx 1280x720 3.69
4000 GPU AA-xx-RE 1440x900 17.54
16000 CPU xx-TR-xx 1920x1080 20.95
1000 CPU xx-xx-xx 1440x900 4.03
65000 GPU AA-TR-RE 1920x1080 458.56
260000 GPU AA-xx-xx 1440x900 231.25
260000 CPU xx-xx-RE 1280x720 48.74
4000 CPU xx-xx-xx 1920x1080 8.30
16000 CPU xx-xx-RE 1440x900 14.39
1000 CPU AA-TR-xx 1920x1080 27.36
4000 GPU AA-TR-xx 1280x720 14.76
16000 CPU xx-xx-xx 1280x720 7.60
1000 CPU xx-xx-RE 1920x1080 5.24
4000 CPU AA-TR-RE 1440x900 53.32
16000 GPU xx-TR-xx 1920x1080 11.71
1000 CPU xx-TR-xx 1920x1080 5.55
4000 GPU xx-xx-RE 1280x720 3.09
1000 GPU xx-TR-xx 1920x1080 1.58
16000 CPU xx-TR-RE 1280x720 19.96
65000 CPU xx-xx-xx 1280x720 14.18
65000 CPU AA-TR-RE 1920x1080 295.08
65000 CPU AA-xx-RE 1920x1080 161.75
65000 CPU AA-TR-RE 1920x1080 295.12
1000 CPU AA-TR-xx 1280x720 18.18
65000 CPU xx-xx-RE 1440x900 25.70
4000 CPU xx-TR-RE 1440x900 10.78
260000 CPU xx-xx-RE 1920x1080 74.36
1000 CPU xx-xx-xx 1920x1080 4.95
260000 CPU xx-TR-RE 1440x900 104.20
4000 CPU AA-TR-xx 1280x720 33.85
1000 GPU xx-xx-xx 1280x720 1.06
260000 CPU xx-xx-RE 1440x900 61.66
16000 CPU xx-TR-xx 1280x720 13.24
16000 CPU AA-TR-xx 1920x1080 104.16
16000 GPU xx-TR-xx 1280x720 8.80
1000 GPU xx-TR-RE 1440x900 1.78
65000 GPU AA-xx-RE 1440x900 137.04
260000 CPU xx-TR-RE 1280x720 81.28
16000 GPU xx-TR-RE 1440x900 28.71
65000 CPU xx-xx-xx 1440x900 18.26
4000 CPU xx-TR-RE 1440x900 10.71
16000 CPU xx-TR-xx 1440x900 17.12
1000 CPU AA-xx-xx 1280x720 15.27
4000 GPU AA-xx-RE 1280x720 13.57
260000 CPU AA-xx-xx 1440x900 226.84
16000 GPU xx-TR-xx 1280x720 8.80
1000 GPU AA-TR-RE 1920x1080 8.24
4000 GPU AA-TR-xx 1440x900 17.39
260000 CPU AA-TR-xx 1280x720 253.66
260000 GPU AA-TR-xx 1440x900 372.52
1000 CPU AA-xx-xx 1440x900 19.40
260000 CPU xx-xx-xx 1920x1080 55.54
16000 CPU AA-TR-RE 1440x900 130.28
1000 GPU AA-xx-RE 1280x720 4.71
65000 CPU xx-TR-xx 1440x900 27.75
1000 GPU xx-xx-xx 1440x900 1.15
260000 CPU AA-TR-RE 1280x720 402.39
260000 CPU AA-xx-xx 1280x720 182.14
65000 GPU AA-xx-RE 1920x1080 167.97
1000 GPU AA-xx-RE 1920x1080 5.99
16000 CPU xx-xx-xx 1920x1080 13.09
16000 GPU xx-TR-xx 1280x720 8.78
16000 CPU AA-TR-RE 1280x720 99.12
1000 CPU AA-xx-xx 1920x1080 24.04
260000 GPU AA-TR-xx 1920x1080 422.68
4000 CPU xx-xx-xx 1920x1080 8.21
1000 CPU AA-xx-xx 1280x720 15.22
260000 CPU xx-xx-RE 1280x720 48.91
1000 GPU xx-xx-xx 1280x720 1.00
16000 GPU xx-TR-RE 1440x900 28.63
16000 CPU AA-xx-RE 1280x720 52.13
65000 GPU xx-TR-RE 1920x1080 92.65
65000 GPU AA-xx-RE 1920x1080 168.15
1000 CPU xx-xx-RE 1280x720 3.32
65000 GPU xx-xx-RE 1280x720 21.22
16000 GPU xx-xx-xx 1280x720 3.52
260000 CPU xx-xx-xx 1280x720 37.35
1000 GPU xx-TR-xx 1440x900 1.57
1000 CPU xx-xx-RE 1280x720 3.32
260000 CPU AA-xx-RE 1440x900 302.72
16000 CPU AA-TR-RE 1440x900 130.33
16000 CPU xx-TR-RE 1920x1080 31.44
4000 GPU xx-TR-xx 1280x720 3.31
260000 GPU AA-TR-xx 1440x900 372.28
16000 GPU AA-TR-RE 1920x1080 159.96
16000 GPU AA-TR-xx 1920x1080 56.77
16000 CPU xx-TR-RE 1440x900 26.28
4000 GPU AA-xx-RE 1280x720 13.60
4000 GPU xx-xx-xx 1920x1080 2.51
1000 GPU AA-TR-xx 1280x720 5.15
4000 GPU xx-TR-RE 1280x720 5.52
16000 GPU xx-xx-xx 1440x900 4.39
16000 GPU AA-TR-xx 1440x900 50.22
260000 CPU xx-TR-RE 1280x720 81.34
260000 CPU AA-TR-xx 1920x1080 383.40
1000 CPU AA-xx-xx 1920x1080 24.03
16000 CPU xx-xx-xx 1280x720 7.58
16000 GPU xx-xx-xx 1280x720 3.66
16000 CPU AA-xx-RE 1440x900 71.07
65000 GPU AA-xx-xx 1280x720 49.34
16000 CPU AA-xx-xx 1920x1080 64.76
1000 GPU AA-TR-xx 1440x900 6.10
65000 CPU AA-TR-xx 1920x1080 172.50
65000 CPU xx-TR-RE 1920x1080 59.43
65000 CPU AA-TR-RE 1280x720 173.26
65000 GPU AA-xx-xx 1920x1080 68.72
65000 CPU xx-TR-RE 1440x900 47.12
65000 CPU AA-xx-xx 1280x720 69.50
65000 CPU xx-xx-xx 1920x1080 23.21
1000 GPU AA-xx-RE 1440x900 5.62
16000 GPU xx-xx-RE 1440x900 11.15
16000 CPU AA-TR-RE 1920x1080 156.10
1000 CPU xx-xx-RE 1920x1080 5.25
1000 GPU xx-xx-RE 1440x900 1.47
1000 GPU AA-TR-RE 1920x1080 8.21
260000 CPU AA-xx-RE 1280x720 239.21
4000 CPU AA-xx-RE 1920x1080 47.62
1000 GPU AA-TR-xx 1440x900 6.10
1000 CPU xx-xx-xx 1280x720 3.12
65000 GPU AA-TR-RE 1280x720 285.26
65000 GPU xx-TR-xx 1280x720 20.31
1000 GPU xx-xx-RE 1920x1080 1.51
1000 CPU xx-xx-xx 1440x900 3.97
1000 GPU xx-TR-RE 1920x1080 2.02
260000 GPU xx-TR-RE 1920x1080 257.88
260000 GPU xx-xx-xx 1440x900 47.59
4000 CPU xx-xx-RE 1920x1080 9.61
65000 GPU xx-TR-RE 1440x900 76.87
4000 CPU xx-xx-RE 1920x1080 9.58
4000 GPU xx-TR-RE 1920x1080 7.63
4000 CPU AA-xx-xx 1440x900 32.50
1000 CPU AA-TR-RE 1440x900 24.17
65000 CPU AA-TR-RE 1920x1080 294.85
260000 GPU xx-xx-xx 1280x720 39.97
4000 CPU AA-TR-RE 1440x900 53.25
260000 CPU AA-xx-RE 1440x900 302.77
16000 CPU xx-xx-xx 1280x720 7.62
1000 CPU AA-TR-xx 1920x1080 27.35
260000 GPU xx-xx-xx 1920x1080 53.10
1000 CPU AA-xx-RE 1280x720 16.34
65000 CPU AA-xx-xx 1920x1080 114.06
260000 GPU xx-TR-xx 1920x1080 85.81
260000 GPU xx-TR-RE 1920x1080 257.35
65000 GPU AA-xx-xx 1440x900 60.12
1000 GPU AA-TR-xx 1280x720 5.17
4000 CPU AA-xx-RE 1440x900 38.26
4000 GPU xx-TR-RE 1280x720 5.64
16000 GPU AA-xx-xx 1440x900 20.46
65000 CPU xx-xx-RE 1440x900 25.66
260000 GPU xx-TR-RE 1920x1080 257.82
260000 GPU xx-xx-RE 1280x720 72.16
16000 CPU xx-TR-RE 1280x720 19.88
16000 CPU xx-xx-xx 1280x720 7.60
260000 CPU AA-TR-xx 1920x1080 381.77
260000 GPU AA-xx-RE 1440x900 440.12
260000 CPU xx-xx-xx 1920x1080 55.57
260000 CPU xx-TR-xx 1440x900 64.14
1000 GPU AA-TR-RE 1280x720 6.84
65000 GPU xx-xx-RE 1920x1080 34.19
16000 GPU AA-TR-RE 1440x900 140.98
16000 CPU xx-xx-xx 1440x900 10.12
65000 CPU AA-xx-xx 1440x900 89.82
65000 GPU AA-xx-xx 1920x1080 68.67
1000 GPU xx-TR-RE 1280x720 1.54
1000 GPU xx-TR-xx 1280x720 1.22
16000 GPU AA-xx-xx 1920x1080 24.41
16000 CPU AA-TR-RE 1440x900 130.20
4000 CPU AA-TR-xx 1920x1080 53.78
65000 GPU AA-xx-RE 1280x720 103.48
4000 CPU xx-xx-xx 1280x720 4.92
1000 CPU xx-xx-RE 1440x900 4.25
4000 CPU AA-TR-xx 1440x900 44.26
4000 CPU AA-xx-RE 1280x720 28.64
65000 GPU xx-xx-RE 1920x1080 34.38
260000 GPU xx-TR-xx 1280x720 65.65
1000 GPU xx-xx-RE 1920x1080 1.48
260000 GPU xx-xx-xx 1280x720 40.05
65000 GPU xx-TR-RE 1440x900 76.80
260000 CPU AA-xx-RE 1920x1080 366.02
1000 GPU xx-TR-RE 1920x1080 2.12
260000 CPU xx-TR-xx 1280x720 51.93
260000 CPU xx-xx-xx 1280x720 37.58
65000 CPU xx-xx-RE 1280x720 19.15
65000 CPU AA-TR-xx 1280x720 105.64
4000 CPU xx-TR-xx 1280x720 6.87
260000 CPU xx-TR-RE 1440x900 104.26
16000 GPU xx-xx-xx 1280x720 3.66
260000 GPU xx-TR-xx 1440x900 75.56
16000 CPU AA-xx-RE 1920x1080 90.16
4000 CPU AA-xx-xx 1920x1080 40.80
260000 CPU xx-xx-RE 1440x900 61.71
65000 GPU AA-TR-xx 1440x900 120.73
16000 CPU xx-xx-RE 1440x900 14.27
260000 CPU AA-xx-RE 1440x900 302.55
260000 CPU AA-xx-xx 1280x720 182.11
4000 GPU AA-xx-xx 1920x1080 11.08
260000 GPU AA-TR-RE 1440x900 1056.61
16000 GPU AA-TR-xx 1280x720 42.32
65000 CPU xx-TR-RE 1920x1080 59.26
16000 GPU AA-TR-xx 1280x720 42.31
16000 CPU xx-xx-RE 1280x720 10.55
16000 GPU AA-TR-RE 1280x720 110.11
4000 GPU AA-TR-RE 1920x1080 35.68
65000 CPU xx-TR-RE 1920x1080 59.29
1000 GPU AA-TR-RE 1920x1080 8.37
65000 GPU xx-TR-xx 1920x1080 28.05
16000 CPU xx-TR-xx 1440x900 17.08
65000 GPU xx-xx-xx 1920x1080 14.40
65000 GPU xx-xx-RE 1280x720 21.19
4000 GPU AA-xx-RE 1920x1080 19.96
65000 CPU xx-TR-RE 1440x900 47.25
260000 GPU xx-TR-xx 1920x1080 85.87
1000 GPU AA-xx-RE 1920x1080 6.00
260000 CPU AA-TR-xx 1920x1080 381.83
65000 CPU AA-TR-RE 1280x720 173.29
1000 GPU xx-xx-xx 1280x720 1.01
260000 CPU xx-TR-RE 1920x1080 127.86
260000 CPU AA-TR-xx 1440x900 315.00
4000 CPU xx-xx-RE 1440x900 7.87
1000 GPU xx-xx-xx 1280x720 1.04
65000 GPU AA-TR-xx 1280x720 98.80
16000 GPU xx-TR-xx 1440x900 10.33
16000 GPU xx-TR-xx 1280x720 8.69
4000 GPU xx-TR-RE 1280x720 5.50
1000 GPU AA-TR-xx 1920x1080 6.46
260000 GPU AA-xx-RE 1920x1080 512.39
16000 GPU xx-xx-RE 1440x900 11.26
1000 CPU AA-xx-RE 1920x1080 25.30
260000 CPU xx-xx-xx 1920x1080 55.71
260000 GPU xx-TR-xx 1440x900 75.85
65000 GPU xx-TR-RE 1920x1080 92.73
1000 GPU xx-TR-xx 1280x720 1.26
16000 CPU xx-TR-xx 1280x720 13.18
16000 CPU xx-xx-RE 1440x900 14.30
4000 CPU AA-xx-RE 1280x720 28.66
4000 GPU xx-xx-xx 1280x720 1.85
4000 GPU AA-xx-xx 1440x900 9.47
260000 GPU AA-TR-xx 1440x900 372.98
65000 GPU xx-xx-xx 1280x720 10.32
4000 CPU AA-xx-xx 1440x900 32.50
65000 CPU AA-xx-RE 1280x720 94.13
1000 GPU AA-TR-RE 1920x1080 8.39
65000 GPU AA-xx-RE 1440x900 137.38
1000 CPU AA-TR-RE 1280x720 19.40
65000 GPU AA-xx-xx 1280x720 49.47
260000 CPU AA-xx-RE 1280x720 239.13
16000 CPU xx-TR-xx 1920x1080 21.01
4000 CPU AA-TR-xx 1280x720 33.87
16000 GPU AA-TR-xx 1440x900 50.28
1000 CPU xx-xx-RE 1920x1080 5.20
4000 CPU AA-TR-RE 1920x1080 64.17
16000 GPU xx-TR-xx 1920x1080 11.77
4000 GPU xx-TR-RE 1920x1080 7.42
16000 CPU xx-TR-RE 1280x720 20.00
65000 GPU AA-xx-RE 1280x720 103.56
16000 GPU xx-TR-RE 1920x1080 32.36
4000 GPU AA-xx-RE 1280x720 13.53
4000 CPU xx-TR-xx 1280x720 6.81
16000 CPU AA-xx-xx 1280x720 37.32
16000 GPU xx-xx-RE 1280x720 8.61
65000 GPU xx-xx-RE 1440x900 27.96
260000 GPU AA-xx-RE 1920x1080 511.81
16000 CPU AA-xx-xx 1440x900 50.03
260000 CPU xx-TR-xx 1440x900 64.13
4000 GPU xx-xx-RE 1920x1080 4.46
4000 CPU AA-TR-xx 1440x900 44.32
4000 CPU AA-xx-RE 1440x900 38.43
1000 GPU xx-xx-xx 1440x900 1.24
65000 GPU AA-xx-RE 1440x900 136.90
4000 CPU xx-TR-xx 1920x1080 10.80
4000 CPU xx-TR-RE 1920x1080 12.99
4000 GPU xx-TR-RE 1440x900 6.84
16000 GPU xx-TR-xx 1440x900 10.33
260000 GPU AA-TR-xx 1920x1080 424.03
1000 CPU AA-xx-RE 1440x900 20.71
4000 CPU xx-TR-RE 1920x1080 12.96
16000 GPU AA-xx-RE 1280x720 41.20
16000 CPU xx-xx-RE 1920x1080 18.18
4000 GPU AA-xx-RE 1280x720 13.61
1000 CPU AA-TR-RE 1920x1080 28.93
16000 CPU AA-xx-RE 1440x900 71.10
65000 CPU AA-TR-xx 1280x720 105.67
16000 CPU AA-TR-xx 1920x1080 104.10
16000 CPU AA-xx-xx 1280x720 37.44
260000 GPU AA-TR-RE 1280x720 839.25
260000 GPU AA-TR-xx 1440x900 373.61
1000 CPU xx-TR-RE 1440x900 4.89
4000 CPU xx-TR-RE 1440x900 10.74
1000 GPU AA-xx-xx 1920x1080 4.72
260000 CPU AA-TR-RE 1280x720 402.46
260000 CPU xx-TR-xx 1440x900 64.22
1000 GPU AA-TR-RE 1920x1080 8.39
16000 GPU xx-TR-xx 1440x900 10.32
16000 GPU xx-TR-xx 1920x1080 11.59
1000 CPU xx-TR-RE 1920x1080 5.89
260000 CPU AA-xx-RE 1440x900 302.74
260000 GPU AA-xx-RE 1440x900 440.20
260000 CPU xx-xx-RE 1920x1080 74.18
1000 CPU AA-xx-RE 1440x900 20.84
4000 GPU AA-TR-xx 1440x900 17.59
260000 CPU xx-xx-xx 1280x720 37.50
65000 GPU xx-TR-xx 1920x1080 28.27
65000 CPU xx-xx-RE 1920x1080 32.66
65000 GPU xx-xx-RE 1440x900 28.18
16000 GPU AA-TR-xx 1280x720 42.12
16000 GPU AA-xx-xx 1920x1080 24.41
65000 CPU xx-xx-xx 1440x900 18.23
4000 CPU AA-xx-xx 1280x720 24.36
16000 GPU AA-TR-xx 1920x1080 56.58
1000 CPU AA-TR-RE 1920x1080 28.88
65000 GPU xx-xx-RE 1440x900 28.13
4000 CPU xx-TR-xx 1920x1080 10.86
1000 GPU xx-xx-xx 1920x1080 1.40
4000 CPU xx-xx-xx 1440x900 6.62
65000 CPU AA-TR-xx 1920x1080 172.59
1000 GPU AA-xx-xx 1920x1080 4.72
4000 GPU AA-TR-xx 1280x720 14.65
1000 GPU AA-TR-xx 1440x900 5.94
1000 GPU xx-xx-xx 1440x900 1.07
65000 GPU xx-TR-RE 1920x1080 92.49
16000 CPU xx-xx-xx 1280x720 7.57
260000 CPU xx-TR-xx 1920x1080 77.44
4000 CPU xx-xx-xx 1280x720 5.00
260000 GPU xx-TR-xx 1440x900 75.68
4000 GPU xx-TR-xx 1440x900 3.73
65000 CPU xx-TR-xx 1920x1080 34.73
65000 GPU AA-TR-RE 1280x720 285.62
16000 CPU AA-xx-xx 1920x1080 64.70
1000 GPU xx-TR-xx 1280x720 1.41
4000 GPU xx-TR-xx 1440x900 3.74
16000 CPU xx-TR-RE 1440x900 26.18
16000 CPU xx-TR-RE 1920x1080 31.36
65000 CPU AA-xx-RE 1440x900 127.03
1000 GPU xx-xx-RE 1280x720 1.27
65000 GPU AA-TR-xx 1280x720 98.86
1000 CPU xx-TR-xx 1440x900 4.59
65000 CPU AA-xx-xx 1280x720 69.35
260000 CPU xx-TR-xx 1920x1080 77.59
16000 GPU xx-xx-xx 1920x1080 5.39
65000 CPU AA-xx-xx 1920x1080 114.10
1000 CPU AA-xx-RE 1280x720 16.39
16000 CPU AA-xx-RE 1920x1080 90.26
4000 GPU AA-TR-RE 1280x720 26.48
16000 GPU AA-TR-RE 1440x900 141.06
16000 GPU AA-xx-RE 1920x1080 64.85
16000 GPU AA-xx-xx 1440x900 20.58
16000 CPU xx-TR-xx 1280x720 13.18
4000 GPU xx-TR-xx 1920x1080 4.37
260000 GPU xx-TR-xx 1920x1080 86.08
4000 CPU xx-xx-RE 1280x720 5.77
4000 CPU AA-TR-RE 1280x720 40.61
65000 GPU AA-xx-xx 1440x900 59.84
260000 GPU xx-TR-RE 1280x720 170.38
260000 CPU AA-xx-xx 1280x720 181.89
260000 GPU AA-TR-RE 1440x900 1056.43
65000 GPU AA-TR-xx 1440x900 121.15
4000 GPU AA-xx-RE 1440x900 17.59
260000 CPU AA-xx-RE 1920x1080 365.51
1000 CPU xx-TR-RE 1280x720 3.94
4000 GPU xx-xx-RE 1440x900 3.90
65000 CPU AA-TR-xx 1280x720 105.63
260000 CPU xx-xx-xx 1440x900 46.53
260000 GPU AA-xx-RE 1920x1080 511.86
16000 GPU xx-TR-RE 1920x1080 32.46
260000 CPU AA-TR-RE 1280x720 401.98
65000 GPU xx-xx-xx 1440x900 12.55
1000 GPU xx-TR-xx 1920x1080 1.61
16000 GPU xx-xx-RE 1920x1080 13.31
16000 GPU xx-xx-xx 1440x900 4.38
260000 CPU AA-xx-xx 1920x1080 272.73
1000 GPU xx-TR-xx 1440x900 1.56
1000 CPU AA-xx-RE 1920x1080 25.41
260000 CPU xx-xx-RE 1920x1080 74.36
65000 CPU AA-TR-xx 1440x900 137.42
260000 CPU xx-TR-xx 1280x720 51.87
65000 CPU AA-xx-RE 1440x900 127.03
260000 GPU AA-xx-xx 1440x900 230.75
16000 CPU AA-TR-xx 1440x900 84.48
260000 GPU AA-xx-RE 1280x720 353.40
65000 GPU AA-xx-RE 1280x720 103.90
4000 CPU AA-xx-xx 1920x1080 40.55
16000 CPU xx-xx-RE 1440x900 14.37
16000 CPU xx-TR-RE 1920x1080 31.43
16000 GPU xx-TR-RE 1920x1080 32.42
4000 CPU AA-xx-RE 1920x1080 47.58
